cleaned_text,sentiment_scores,sentiment_labels
see frost car window suspected would hope tired,0.68050295,neutral
comp screwed,0.77644056,negative
nan,0.52818847,neutral
like,0.55881846,neutral
block orkut oman orkut skype ru,0.76155555,neutral
hate waiting hate uncertainty,0.9410751,negative
throat think cold,0.62238157,neutral
kind sad bullshit found,0.968272,negative
totally ate pavement morn stephen green luas freaking tv camera time fall,0.5932422,neutral
jamming postponed boohoohoozx damn flu,0.9475733,negative
baby went home,0.7731963,neutral
another morning still deadline,0.7228905,neutral
wakey bored dog annoying weight pound want come knee,0.92009914,negative
miss family,0.5674357,neutral
tired borrrrrred vacation sooooooo hot,0.9220299,positive
sitting,0.6719036,neutral
sitting watching jeremy kyle,0.86329514,neutral
still,0.57494235,neutral
stuck work super wish somewhere else,0.79901254,negative
subscriber,0.65911794,neutral
bored trantula song stuck head past,0.5336248,negative
feel like quite disconcerting,0.9178354,negative
shame,0.8459949,negative
one pr dropped,0.6892212,neutral
monday usually working,0.7094004,neutral
hope go,0.58488935,neutral
supposed work university construction sight close make contant noise,0.74496317,neutral
idea wrote give credit,0.81427133,neutral
zen sushi lunch like raining outside,0.8013126,neutral
ashley love dye,0.5947937,positive
didnt announce reading lineup,0.7171179,neutral
love hire ton fun last budget hiring,0.96794575,positive
see german girl last night brisbane,0.901668,neutral
friend supposed arranged yet,0.85863304,neutral
lan time home,0.6988987,neutral
inner tube got ta get taxi work,0.6740059,neutral
good morning going run dentist drilling,0.5271386,positive
gah freeview still brought colbert report consider switching get,0.8152645,neutral
booring,0.47899714,neutral
day left time go,0.7648197,neutral
today meeting whole gilaaaa,0.85269874,neutral
hungry dreaming,0.6422218,negative
gym new gym need new induction good news booked wednesday,0.7783316,positive
ughhhhh see coming ilu bb,0.7107088,neutral
nawww take london boring,0.9043478,negative
website,0.6483357,neutral
want somewhere rain nice today,0.88482237,positive
letter sent better start writing,0.6840608,neutral
oh obadiah name start e generally,0.79897213,neutral
beta nambu friendfeed,0.755375,neutral
ohhh lost voice,0.6917852,negative
hhhahaha go jk hahaha,0.573964,positive
booo ee bring sam back happy,0.89366144,positive
kind using write always behind doc,0.7592201,neutral
wish om homework right,0.68501276,neutral
ok deal live small town never seen anythin famous n anyway thought might luck something,0.7601974,neutral
least u got lie bn way mr woke morning dragd slumberlnd time,0.7774242,neutral
trying plan budget think working,0.77616805,neutral
scobz goal get celeb respond one tweet go may get sleep,0.8150148,neutral
nobody ever speaks,0.5701697,negative
waiting tom call,0.83674544,neutral
mum im glad like looking forward party time later sad im going cornwall,0.94740283,positive
sound like every day except gym,0.72181654,neutral
car get paperwork,0.69298065,neutral
someone left sip mocha reusable coffee last chunky,0.671385,neutral
whats window vista tried installing window laptop reinstall,0.7876111,neutral
mean nobody go anymore x,0.5251706,negative
dear bug bite r haha got outta uhh,0.6037263,neutral
problem,0.5402389,negative
nah feeling come back,0.7552561,neutral
ahhhhh hoff programme sounded fuckin missed hope repeat innit,0.8989095,negative
confused life,0.8038378,negative
good luck big hope rumour mill,0.93170494,positive
white guy manager one shout walk wan na go back,0.81757665,neutral
missing thursday worst,0.92228365,negative
hello dont like,0.82788,negative
going dentist tooth spa right,0.8675179,neutral
boyfriend mean world seem see understand,0.6293953,neutral
nan,0.52818847,neutral
finished marking celebrate yet got communicate mark feedback online rest night gone,0.8196817,neutral
still hate,0.94531316,negative
simon felice longer playing felice sure feel,0.82025707,neutral
ear size hurt watching chaos wonderful movie love,0.6296037,positive
going holiday friend tomorrow exited twitter,0.85148335,neutral
look like nobel peace prize simply popularity contest,0.4883801,negative
oww poor darling body missing tracy girl sandra cantu found inside suitcase,0.6796731,negative
ugh mum wake need noth awww,0.7854402,negative
work time play,0.68815684,neutral
every night,0.5851567,neutral
post even nobody love take long walk energy get chair,0.6287033,neutral
via driving london made wrong turn stuck extra minute logjam traffic,0.76560396,negative
dont like dont tweet,0.903263,negative
need coz coz wont talk,0.54067403,neutral
haha good cook look pretty foul right love voguettes twitter nice meet x,0.9760291,positive
need go dentist perfect start,0.49865064,neutral
milk cup tea,0.80399585,neutral
mother changing rota without telling,0.7604627,neutral
add,0.53841704,neutral
arghhhhhh put profile picture sorry know,0.69896615,negative
paranormal pretty good,0.9632271,positive
think right username mr brook,0.7764506,neutral
grey day london come back sun forgiven,0.65828335,neutral
hate window movie sony vega come cant download brother banned,0.9211466,negative
cant stop laughing burger king easily amused,0.38335323,positive
pity facebook chat exceeded even amazingly level,0.4061833,negative
pity remove,0.8108402,negative
hubby tight scedule u easter vaca stressing visit denmark day,0.84474856,neutral
kidding rim even sync client opensync package suck least charge lolz,0.71298414,neutral
oh agent booked wrong,0.8307471,negative
going course broke right thing feel bad,0.8164854,negative
wish new glass expensive,0.6522368,neutral
yummy pizza top mouth burnt though,0.4569763,neutral
literally spitting,0.7318297,negative
im little bit bored warrnambool many animal docos handle,0.7196449,negative
wordpress otherwise new silence remix,0.8774799,neutral
vw forum nightmare enthusiast forum always result politics,0.5914647,neutral
awake sensible time alot coursework bohoo,0.8088784,neutral
sound like great shame work,0.441437,positive
glad,0.673198,positive
midshift na,0.6986667,neutral
ugh mean sign got back gone,0.48956487,neutral
heading perth,0.4700355,neutral
uh dentist hurt holy crap feel like teeth fall,0.9546151,negative
nobody let make one giant cookie,0.5756367,neutral
going ride hate leg,0.5089027,negative
feel sick need cant find camera last night house pretty ruined,0.97373235,negative
coz created made mistake choosing tango zone,0.665469,negative
sometimes youtube sound ubuntu,0.7001745,neutral
find phone,0.650151,neutral
might go hospital foot wait doctor call back hate,0.72468126,negative
ahh sorry able twitter show phone work brit,0.47381273,negative
damn tired actually need take nap home time,0.718828,negative
woke tiresome time,0.5280341,negative
come back orlando make sadly,0.74895597,neutral
wish restaurant city pet society could ported,0.77123535,neutral
twittering past day taking small break,0.84542483,neutral
omg bed making sick cant even sleep,0.9639604,negative
way please keep,0.6448486,neutral
bowl bran flake ave shower,0.87688786,neutral
low last night,0.7865914,neutral
feel like breaking heart,0.8824705,negative
wish luck got ta go london ging great olmand street appointment really scared xxxx,0.69975007,positive
last two post make sound like holding,0.66822684,neutral
even google translator get,0.75923026,neutral
might go hospital foot wait doctor call back hate,0.72468126,negative
thi,0.53783286,neutral
know feel upset losing probably porn star trying sell,0.8936579,negative
removed bookmark folder sharepoint folder including link within idea,0.85442674,neutral
wan na watch seen eps eliza dushku much lol,0.83370167,neutral
need get beach bod back,0.6808093,neutral
saw dan neighbour walking chapel feeling like going fire work got job going,0.77912766,neutral
maybe stop lazy,0.46864644,neutral
sorry procrastinating gone,0.81591815,negative
rehearsal tonight awaiting imminent,0.8777617,neutral
nan,0.52818847,neutral
snow,0.5735706,neutral
letting view say private,0.791376,neutral
bet remember easter kid great,0.8889713,positive
welcome home eh well especially coming back fucking,0.5097468,negative
missed saturday night,0.7087826,negative
good coz coz get paid,0.7755753,positive
going sunny forecaster always put hope,0.80200225,positive
another doctor appointment another one,0.7784219,neutral
still bit sick working article today,0.809118,negative
last day nice little dont wan na move,0.52289873,positive
want go college want cuddle babyyy,0.6664846,positive
hmm shoulder making bad noise move arm back forth know fear return physio may required,0.71475315,negative
welcome sorry hear,0.5379363,neutral
pest grr,0.62253803,neutral
oh,0.5070511,neutral
welcome sound like hell journey back,0.49085847,negative
got offer go camping fraser island would jump offer without thought forecast rain,0.7692375,neutral
sadly feed wordpress feed usually would two exist,0.5351673,negative
nice get info one fan still waiting movie country thanx,0.71258056,positive
want leave college,0.65938467,neutral
cant give tried,0.66741246,negative
see moved,0.67571443,neutral
congrats winning album deserve shed tear white,0.90564674,positive
oh horrible innocent love start putting rubbish,0.9527055,negative
fight wan na go,0.7463709,neutral
frightened co spider hope flat repels unfortunately got man save,0.6088516,neutral
unprotected tweet twat probably never see mom dissapointed,0.49941656,negative
going sidee dee,0.7115886,neutral
insomnia headache,0.6074606,negative
actually really like thought bromance kutner,0.9331582,positive
watched smallville last nite ep much yet decision made fail impress,0.5154451,neutral
last time watched movie huge epiphinal line exactly need find,0.79597765,neutral
told caved end abusing much like real friend,0.621761,negative
upload pic,0.78291005,neutral
personal web site,0.83357966,neutral
finally get,0.48426038,positive
really hope suceed,0.7212907,positive
bugger good might error check thing,0.6208323,neutral
currently wishing could treacle sponge custard louise made last night watching order phoenix,0.8437004,neutral
report injured rai,0.5145029,negative
know finding burned tail light store open,0.8573886,neutral
evil highschool right,0.7109455,neutral
rain ruined malaysian gp much neither money,0.8738329,negative
thnx skip class im totally,0.5970631,neutral
way chicago connecting london home measely day back,0.8839437,neutral
open work supposed fun work thanks,0.849545,positive
want phone twitter,0.72065103,neutral
assign someone else eff,0.62304074,negative
hospital kinda suck allowed eat anything x,0.91197985,negative
like much uk postal price gone cost mail black velvet,0.8239823,neutral
day york nice photo coming feeling sick back work,0.56902015,positive
